,1,2,3,4,5,6,7,8,9
SHMT2 ,0.035714476,-0.197605233,-0.054227743,-0.3438259,-0.57714561,-0.433768119,-0.159766922,-0.393086632,-0.249709141
UBE2M ,0.43752626,0.460260257,0.100348989,0.416211249,0.438945246,0.079033977,0.257223153,0.27995715,-0.079954119
DUT ,0.71520581,0.558558083,0.388277104,0.604515997,0.447868269,0.277587291,0.232814187,0.076166459,-0.09411452
PABPC1 ,0.700252344,0.538583851,0.241004715,0.446977359,0.285308865,-0.012270271,0.446886161,0.285217667,-0.012361469
AHSA1 ,0.062605997,-0.36059522,-0.472989816,-0.279706894,-0.70290811,-0.815302707,-0.001570453,-0.42477167,-0.537166266
CTNNA3 ,1.254315336,0.922120002,0.81960963,0.728341066,0.396145732,0.29363536,0.499379678,0.167184344,0.064673972
PGAM1 ,0.851762759,0.714753833,0.331753435,0.416027248,0.279018322,-0.103982076,0.601820879,0.464811953,0.081811554
RPL27A ,0.552054519,0.48658799,0.18729213,0.460348806,0.394882277,0.095586417,0.266721414,0.201254884,-0.098040975
FHL2 ,0.052960428,-0.066303138,-0.143873162,-0.092358635,-0.211622201,-0.289192225,-0.176278751,-0.295542316,-0.37311234
VCL ,0.698395246,0.827631865,0.477382699,0.184605009,0.313841628,-0.036407538,0.330895719,0.460132338,0.109883172
PSMD3 ,-0.752205536,-0.923086239,0.055325141,-0.736323969,-0.907204672,0.071206708,-1.143208291,-1.314088993,-0.335677613
TRIM29 ,0.690868171,0.635129552,0.029388578,0.787538483,0.731799864,0.12605889,0.570194565,0.514455946,-0.091285029
RPLP2 ,1.027817389,0.871061975,0.412672811,0.58636957,0.429614156,-0.028775008,0.580647828,0.423892414,-0.03449675
F10 ,0.97900714,0.672903167,0.192233838,0.719645264,0.413541291,-0.067128037,0.807720884,0.50161691,0.020947582
RPS2 ,0.701930975,0.54607926,0.486961241,0.186136416,0.030284701,-0.028833318,0.454023842,0.298172127,0.239054107
TCP1 ,0.404010602,0.42408215,0.307907216,0.130825401,0.150896949,0.034722015,0.128963059,0.149034607,0.032859673
ANXA4 ,0.550990461,0.378062248,0.122366568,0.406722204,0.233793991,-0.021901689,0.420940174,0.248011961,-0.00768372
ZBTB40 ,1.474946783,0.810833176,0.2400984,1.38242245,0.718308843,0.147574067,1.112241705,0.448128098,-0.122606678
REST ,0.396029832,-1.137876253,-1.365203888,-0.300056173,-1.833962258,-2.061289893,-0.412919647,-1.946825732,-2.174153367
3 SV,-0.039953972,-1.338461344,-1.208160499,-0.448174383,-1.746681754,-1.61638091,0.262815365,-1.035692007,-0.905391162
RAB6A ,0.658847403,0.809000518,0.810359656,0.02425246,0.174405575,0.175764713,1.166436612,1.316589727,1.317948865
YWHAZ ,0.776907732,0.66818403,0.354304831,0.343996049,0.235272348,-0.078606851,0.470512047,0.361788346,0.047909146
FCRL4 ,0.041232172,-0.348687088,-0.00844842,-0.286243111,-0.676162371,-0.335923703,-0.299508298,-0.689427558,-0.34918889
G6PD ,-0.203967518,-0.180432225,-0.051117964,-0.331990036,-0.308454743,-0.179140482,-0.107768166,-0.084232873,0.045081388
CALM1 ,1.128786195,0.951612266,0.365011561,0.68191037,0.504736441,-0.081864264,0.720009599,0.54283567,-0.043765034
ST13P5 ,-0.374237533,-0.118692004,-0.152592148,-0.301831249,-0.04628572,-0.080185864,-0.311141996,-0.055596467,-0.089496611
ACOT7 ,0.575911576,0.533042457,0.021057807,0.713839674,0.670970555,0.158985905,0.446781635,0.403912516,-0.108072133
S100A16 ,-0.109427301,-0.063023516,-0.054801696,-0.079947419,-0.033543634,-0.025321814,-0.278327502,-0.231923717,-0.223701898
PSMC3 ,-0.014449234,0.057105433,-0.115924991,-0.24364954,-0.172094873,-0.345125297,-0.311903634,-0.240348967,-0.413379392
SMU1 ,0.279263904,0.318650427,0.168006073,0.206114831,0.245501354,0.094857001,0.053956568,0.09334309,-0.057301263
RPL30 ,0.838613212,0.827179806,0.427670519,0.354940182,0.343506776,-0.056002511,0.42368631,0.412252903,0.012743617
POTEKP ,0.439396176,0.482809178,0.276075034,0.05817075,0.101583752,-0.105150392,0.496893018,0.540306019,0.333571875
DDX19A ,0.537261417,0.584431591,0.352408574,0.142564314,0.189734489,-0.042288529,0.278106371,0.325276546,0.093253528
DDX3X ,-0.08034325,-0.042997942,0.063624214,-0.292077241,-0.254731933,-0.148109777,-0.274215048,-0.23686974,-0.130247585
UBE2I ,0.648062457,0.598169174,0.076792422,0.801914743,0.752021461,0.230644709,0.417303115,0.367409833,-0.153966919
KHSRP ,0.111549489,-0.122120731,-0.204259374,-0.157507628,-0.391177847,-0.473316491,-0.149221863,-0.382892082,-0.465030726
PSMB7 ,-0.128680455,-0.048937948,-0.169429178,-0.10710946,-0.027366954,-0.147858183,-0.467204369,-0.387461862,-0.507953092
RPS25 ,0.910213813,0.798848993,0.411776569,0.469170084,0.357805264,-0.02926716,0.477625292,0.366260472,-0.020811952
RPL14 ,0.654589984,0.621574429,0.441375326,0.20788246,0.174866906,-0.005332198,0.2759012,0.242885645,0.062686541
ITIH2 ,0.089192815,-0.830964617,-1.077181006,-0.164386366,-1.084543798,-1.330760187,0.109599805,-0.810557628,-1.056774016
RPL17 ,0.767360128,0.600446721,0.378957488,0.263659106,0.0967457,-0.124743534,0.559194196,0.392280789,0.170791556
DSTN ,-0.137837191,-0.178104987,-0.303124756,0.045264556,0.004996761,-0.120023009,-0.189318702,-0.229586498,-0.354606267
HADH ,-0.799922575,-0.596277573,-0.266805422,-0.4761646,-0.272519597,0.056952554,-0.506424634,-0.302779631,0.026692519
CTSZ ,0.548167195,0.72651365,0.465999307,0.025215151,0.203561605,-0.056952738,0.297155358,0.475501813,0.21498747
EEF1G ,0.55654614,0.360337244,0.225518863,0.226308733,0.030099837,-0.104718544,0.551630693,0.355421797,0.220603416
FMN1 ,-0.228469645,-1.264915525,-0.881107531,-0.693126682,-1.729572562,-1.345764567,0.296057155,-0.740388724,-0.35658073
YWHAE ,0.673573951,0.577436562,0.244314185,0.329881656,0.233744267,-0.099378109,0.439265685,0.343128296,0.01000592
CMPK1 ,-0.085889819,-0.087525217,-0.211462295,0.000490391,-0.001145007,-0.125082086,-0.249247363,-0.250882761,-0.37481984
AK2 ,0.276784431,-0.686453335,-0.959911694,-0.186883698,-1.150121463,-1.423579822,-0.106643475,-1.06988124,-1.343339599
HSPA4L ,0.868332048,0.675532926,0.364671151,0.37170342,0.178904298,-0.131957477,0.592820331,0.400021209,0.089159434
RPL27 ,0.841378143,0.732847385,0.354703875,0.461885316,0.353354558,-0.024788952,0.402358553,0.293827795,-0.084315715
DAZAP1 ,0.01074639,-0.143006483,-0.121439375,-0.203455959,-0.357208831,-0.335641723,0.011046104,-0.142706768,-0.12113966
MCM5 ,0.670702632,0.64661684,0.773362273,0.23818389,0.214098099,0.340843532,0.089397218,0.065311427,0.19205686
HK1 ,0.574293104,0.65221383,0.391593173,0.092424609,0.170345335,-0.090275323,0.314608225,0.392528951,0.131908294
SQOR ,0.080376196,0.202346675,-0.040598805,0.144461653,0.266432131,0.023486652,0.192222957,0.314193435,0.071247955
TUBB ,0.543740722,0.410472076,0.345972961,0.136812702,0.003544055,-0.06095506,0.367580162,0.234311516,0.169812401
PSMD14 ,1.934315718,1.665175905,0.638364803,1.189890233,0.92075042,-0.106060682,1.081753597,0.812613785,-0.214197317
PLS1 ,-0.079948814,-0.053751412,-0.259927734,-0.038824806,-0.012627404,-0.218803726,-0.101613864,-0.075416463,-0.281592785
RAD23B ,-0.061692308,0.126189331,0.132855113,0.014469485,0.202351124,0.209016906,0.141781406,0.329663046,0.336328828
SERPINB6 ,0.05549164,0.033851899,-0.092223786,-0.27133753,-0.292977271,-0.419052955,-0.445710141,-0.467349882,-0.593425567
PUF60 ,0.383946557,0.419880326,0.520209149,-0.053886318,-0.017952549,0.082376274,0.227900883,0.263834652,0.364163475
PABPN1 ,0.427636555,0.448222435,0.128640856,0.209849192,0.230435071,-0.089146507,0.300312973,0.320898852,0.001317274
SLC25A5 ,0.486391105,0.568471484,0.92454798,-0.099641658,-0.017561279,0.338515217,0.986833108,1.068913487,1.424989984
LDHA ,0.171833701,0.228773867,0.163518851,0.045907547,0.102847713,0.037592697,0.014755921,0.071696087,0.00644107
GLUD2 ,0.838205108,0.772171912,0.510036504,0.180759987,0.114726791,-0.147408617,0.551393181,0.485359985,0.223224577
GSTO1 ,1.577572434,1.408874251,0.778089669,0.478743885,0.310045703,-0.320738879,1.059811553,0.891113371,0.260328789
UBE2V1 ,0.332561643,0.252474153,-0.073971253,0.422382466,0.342294976,0.01584957,0.418638729,0.338551239,0.012105832
PSMD12 ,0.669646609,0.325530836,0.094536301,0.460568601,0.116452828,-0.114541707,0.906167021,0.562051248,0.331056713
CARHSP1 ,0.689018554,0.747961789,0.208184583,0.311976164,0.370919399,-0.168857808,0.519409128,0.578352363,0.038575156
BOLA2 ,1.567013863,0.842495934,0.331607897,1.369130115,0.644612186,0.133724149,1.011983888,0.287465959,-0.223422078
CALR ,1.481613034,0.879711183,0.372840699,1.142376503,0.540474651,0.033604167,0.955009099,0.353107247,-0.153763237
CCDC152 ,0.975900413,0.993270001,0.196968434,0.878193443,0.895563031,0.099261464,0.517831435,0.535201023,-0.261100544
PSAT1 ,0.367221703,0.381996896,0.144829146,0.158549061,0.173324254,-0.063843496,0.212554566,0.227329759,-0.009837991
RHOA ,0.482773043,0.330992186,0.758490041,0.182386525,0.030605668,0.458103523,1.211800651,1.060019794,1.487517649
CAP1 ,-0.014816816,-0.040906145,0.006437571,-0.150023186,-0.176112514,-0.128768798,-0.360570184,-0.386659512,-0.339315797
KRT13 ,0.131205829,-0.173025056,-0.197786314,-0.064959347,-0.369190233,-0.39395149,-0.102403023,-0.406633908,-0.431395166
PABPC3 ,0.949823527,0.741914212,0.341826991,0.558387513,0.350478198,-0.049609023,0.508856599,0.300947284,-0.099139938
TRA2A ,0.345712546,0.453116086,0.78281363,-0.108407156,-0.001003615,0.328693929,0.170079116,0.277482656,0.607180201
SNAP47 ,2.499872668,1.856532652,0.932776273,1.215920543,0.572580527,-0.351175852,1.743329486,1.099989471,0.176233091
SRSF2 ,0.744865405,0.787523621,0.1509523,0.58607834,0.628736556,-0.007834765,0.413711475,0.456369691,-0.18020163
PDCD5 ,0.605606139,0.535742352,0.13708331,0.362359633,0.292495845,-0.106163197,0.421897305,0.352033518,-0.046625524
PSMD2 ,0.891756358,0.664079681,0.256649307,0.516829278,0.289152602,-0.118277772,0.582244133,0.354567457,-0.052862917
GFAP ,0.418237974,0.368545617,-0.088461166,0.832083113,0.782390756,0.325383973,0.435629039,0.385936682,-0.0710701
PTGES3 ,0.592794712,0.291975645,0.295377391,0.212100543,-0.088718524,-0.085316778,0.638315224,0.337496157,0.340897903
PRDM13 ,2.023930244,1.938375329,1.002447689,0.5449698,0.459414885,-0.476512755,1.402927174,1.317372259,0.381444619
ST13P4 ,0.331888684,-0.984081532,-0.895870965,-0.568494095,-1.884464311,-1.796253744,0.260824798,-1.055145418,-0.966934851
RPLP0P6 ,0.619159547,0.586155926,0.441658082,0.196416803,0.163413182,0.018915338,0.205187185,0.172183565,0.027685721
NAA10 ,1.515027679,1.354236719,0.847693345,0.564636216,0.403845256,-0.102698118,0.738704053,0.577913092,0.071369718
RPL10A ,0.729978727,0.316659556,0.334656451,0.298840383,-0.114478788,-0.096481893,1.008743464,0.595424294,0.613421189
DDX50 ,0.948342592,0.810202522,0.158253468,0.860728172,0.722588103,0.070639049,0.521989581,0.383849511,-0.268099542
TUBB6 ,0.583479824,0.405592199,0.31739442,0.202432141,0.024544516,-0.063653263,0.340078687,0.162191062,0.073993283
TPD52L2 ,0.119145088,-0.099734212,-0.24004933,-0.032114514,-0.250993815,-0.391308933,-0.205398464,-0.424277765,-0.564592882
LMNB1 ,0.160158486,-0.168505016,-0.281326821,-0.103702254,-0.432365756,-0.545187561,-0.050531747,-0.37919525,-0.492017055
HSPA9 ,0.265437798,0.115543725,0.118722087,0.108861169,-0.041032904,-0.037854542,0.367967221,0.218073148,0.22125151
LTA4H ,0.639570401,0.475554261,0.328860269,0.159020896,-0.004995244,-0.151689236,0.515068173,0.351052033,0.204358042
PIP4K2C ,-0.556465899,-0.785041272,-0.349120188,-0.016225015,-0.244800389,0.191120695,-0.465261364,-0.693836738,-0.257915654
ARMC8 ,0.199530324,-0.786221468,-0.770565441,-0.124338235,-1.110090026,-1.094433999,0.226825258,-0.758926534,-0.743270507
STAU1 ,0.540713361,0.641573134,0.145061121,0.506935275,0.607795048,0.111283035,0.182517056,0.283376829,-0.213135184
FAU ,0.727780369,0.593991136,0.079361034,0.707312411,0.573523178,0.058893076,0.431703079,0.297913845,-0.216716256
HSP90AB4P ,0.065825808,-0.073855862,0.061281944,-0.393163533,-0.532845203,-0.397707397,-0.221870434,-0.361552104,-0.226414298
RALY ,0.708059461,0.684713507,0.346372579,0.240184353,0.216838399,-0.12150253,0.339459109,0.316113155,-0.022227773
RPL4 ,0.407291626,0.411680808,0.305781676,0.054866344,0.059255525,-0.046643606,0.168614167,0.173003348,0.067104217
EIF3I ,-0.118111373,-0.351365904,-0.06252229,-0.033669067,-0.266923598,0.021920016,-0.145545945,-0.378800476,-0.089956862
PCNA ,0.584096442,0.399083388,0.185701233,0.361032343,0.176019289,-0.037362866,0.323934996,0.138921942,-0.074460213
TKT ,0.120179259,-0.082366005,-0.0784694,-0.18915664,-0.391701904,-0.387805299,-0.075270444,-0.277815708,-0.273919103
PFKP ,-0.458159374,-1.03462046,-0.717725975,-0.423129818,-0.999590904,-0.682696419,0.267073787,-0.309387299,0.007507186
PDAP1 ,0.674952375,0.503247966,0.164388231,0.537768873,0.366064463,0.027204729,0.342019568,0.170315158,-0.168544577
FKBP3 ,0.937822997,0.654846447,0.14550965,0.687467284,0.404490735,-0.104846063,0.662252973,0.379276423,-0.130060375
BAG3 ,0.602519585,0.493073602,0.081083912,0.454327469,0.344881486,-0.067108203,0.411277576,0.301831594,-0.110158096
RBM14 ,0.471839057,0.342354808,0.10949083,0.327279108,0.197794859,-0.035069119,0.281386782,0.151902533,-0.080961445
HDLBP ,0.561352324,0.462362093,0.275585102,0.16010194,0.061111709,-0.125665282,0.357022398,0.258032167,0.071255177
ACTN4 ,0.147132511,-0.138922358,-0.51686508,-0.012247858,-0.298302726,-0.676245448,-0.322277112,-0.60833198,-0.986274702
EIF2S3B ,0.471784827,0.399619305,0.282566763,0.180084823,0.107919301,-0.009133241,0.169715137,0.097549615,-0.019502926
WDR1 ,0.589631058,0.511953227,0.265502218,0.220953521,0.14327569,-0.103175319,0.303124432,0.225446601,-0.021004408
SPATA18 ,0.808219519,0.565871729,0.023779539,0.856124609,0.613776819,0.071684629,0.556336469,0.313988679,-0.228103511
PAFAH1B2 ,0.341038881,-0.568879925,-0.628970338,-0.341952127,-1.251870932,-1.311961345,0.111095221,-0.798823585,-0.858913998
XPO1 ,0.150148931,0.112743031,0.109066727,0.028267207,-0.009138693,-0.012814997,0.336763896,0.299357996,0.295681692
MANF ,0.718620551,0.709394405,0.077901467,0.789111554,0.779885409,0.14839247,0.354529083,0.345302937,-0.286190001
RPN1 ,0.606817538,0.491577628,0.262931628,0.155817754,0.040577844,-0.188068156,0.484688361,0.369448451,0.140802451
RBM39 ,0.592967345,0.518589344,0.028921771,0.695002583,0.620624582,0.130957009,0.338053205,0.263675204,-0.225992369
ALYREF ,0.163553428,-0.12084017,-0.162750661,-0.157227802,-0.4416214,-0.483531891,-0.047338453,-0.331732052,-0.373642543
RPS13 ,0.536203075,0.526002476,0.332834137,0.531929265,0.521728666,0.328560326,0.006223516,-0.003977082,-0.197145422
ACAT1 ,0.299985399,-0.466674273,-0.611419765,-0.272268103,-1.038927775,-1.183673267,0.109568915,-0.657090757,-0.801836249
ACO2 ,0.443654093,0.357602691,0.216521085,0.072670131,-0.013381271,-0.154462877,0.432540374,0.346488972,0.205407366
ERG ,0.970821589,0.872533122,0.788106582,0.119038955,0.020750488,-0.063676052,0.394998766,0.296710299,0.212283759
RECQL ,0.224758826,0.503475374,0.633055051,-0.177748506,0.100968043,0.230547719,0.055819668,0.334536217,0.464115893
SKP1 ,-0.071331563,0.120296853,0.047868169,-0.420765234,-0.229136817,-0.301565501,-0.489418352,-0.297789935,-0.370218619
HSPA4 ,0.161769341,-0.157285627,-0.399795803,-0.233449465,-0.552504433,-0.795014609,0.026186739,-0.29286823,-0.535378406
KARS1 ,1.185808059,1.026810475,0.658006084,0.221468235,0.062470651,-0.30633374,0.760972037,0.601974454,0.233170063
GOT1 ,-0.292376141,-0.111083547,0.066678835,-0.339736192,-0.158443598,0.019318784,-0.418098082,-0.236805488,-0.059043106
CAPZA1 ,0.099721799,-0.106989612,-0.361027706,0.013725223,-0.192986188,-0.447024281,-0.13380717,-0.340518581,-0.594556675
ATP1A1 ,1.381118188,0.896213691,0.161507806,1.093376161,0.608471664,-0.126234221,0.955101057,0.47019656,-0.264509325
TAGLN2 ,0.585502247,0.503510911,0.109491291,0.394157881,0.312166545,-0.081853075,0.333343384,0.251352048,-0.142667572
RPS12 ,0.668896782,0.564171662,0.154727557,0.402452015,0.297726895,-0.11171721,0.379040192,0.274315072,-0.135129033
CTNNA2 ,0.838538507,0.81088811,0.855692658,0.038493507,0.010843109,0.055647657,0.266028666,0.238378269,0.283182817
RPS19 ,0.790045952,0.753296415,0.24410257,0.57992936,0.543179822,0.033985977,0.272122386,0.235372849,-0.273820996
PSME1 ,0.237431211,0.212344196,0.031124454,0.211004972,0.185917957,0.004698215,0.120823237,0.095736222,-0.08548352
RPL12 ,0.580814693,0.477364261,0.111289247,0.448521091,0.345070659,-0.021004355,0.294426374,0.190975942,-0.175099072
PSMA6 ,0.637762757,0.505255162,0.0887367,0.606221202,0.473713607,0.057195145,0.32285983,0.190352235,-0.226166227
STOML2 ,-0.083442703,0.054104496,-0.163455972,-0.141832903,-0.004285704,-0.221846172,-0.616123007,-0.478575808,-0.696136276
DEK ,0.43346867,0.57921536,0.118123266,0.188353005,0.334099696,-0.126992399,0.256634023,0.402380713,-0.058711382
MACROH2A1 ,0.544344691,0.455918872,0.287314654,0.144141545,0.055715726,-0.112888492,0.291648962,0.203223143,0.034618925
COPG2 ,-0.352887619,-0.359623721,0.010289849,-0.651608898,-0.658345,-0.28843143,-0.167219377,-0.173955479,0.195958091
PPP2R1B ,0.079015955,-0.011635359,-0.244366704,-0.029153253,-0.119804568,-0.352535913,-0.28698357,-0.377634884,-0.61036623
TGM2 ,0.392767017,0.259745617,0.282167785,0.017919553,-0.115101847,-0.092679679,0.45035508,0.317333679,0.339755847
THBS1 ,0.112045165,0.14470311,0.089748341,0.080415028,0.113072973,0.058118204,0.596713592,0.629371537,0.574416769
MFNG ,1.431828616,1.218498126,0.681895108,0.319898629,0.106568138,-0.43003488,0.948275927,0.734945436,0.198342418
DNAJA1 ,0.170275338,-0.047465002,-0.058338114,-0.115626192,-0.333366532,-0.344239644,-0.25742192,-0.47516226,-0.486035372
AKR1A1 ,0.005456972,0.020106133,-0.086681129,-0.032295041,-0.01764588,-0.124433142,-0.161901611,-0.147252449,-0.254039712
ANXA8L1 ,0.092804725,-0.028641549,-0.371912971,-0.034674682,-0.156120957,-0.499392379,-0.185131835,-0.306578109,-0.649849531
RPS20 ,0.818046027,0.613039302,0.057183516,0.779050106,0.574043381,0.018187595,0.485561624,0.280554899,-0.275300887
RPS6 ,0.173484178,-0.115985651,-0.353666036,-0.071220258,-0.360690087,-0.598370472,-0.036070477,-0.325540305,-0.56322069
ABCG4 ,-1.107624174,-0.304521891,-0.469660732,-0.626092422,0.17700986,0.01187102,-1.100826058,-0.297723776,-0.462862616
RPS3 ,0.72293246,0.608404013,0.54041262,0.118823578,0.004295131,-0.063696263,0.284798519,0.170270072,0.102278679
YKT6 ,0.383275118,0.137021186,0.430445527,0.139840681,-0.106413251,0.18701109,1.114003076,0.867749144,1.161173485
GMPS ,0.264181873,0.256717891,0.067899196,0.061303366,0.053839385,-0.134979311,0.322653143,0.315189161,0.126370466
PITPNB ,0.254949845,0.207510963,-0.12806774,0.475813948,0.428375066,0.092796364,0.31462779,0.267188907,-0.068389795
P4HB ,0.491303552,0.393731815,0.098801828,0.237553292,0.139981555,-0.154948431,0.365512922,0.267941185,-0.026988801
CPNE1 ,-0.734410759,-0.50264915,0.019540255,-0.672043512,-0.440281903,0.081907503,-0.534408542,-0.302646933,0.219542473
RPS5 ,0.416849064,0.252460571,0.688830665,-0.09767039,-0.262058883,0.174311211,0.740047464,0.575658971,1.012029065
TPD52 ,0.457203778,0.449371931,0.092178508,0.406167164,0.398335317,0.041141894,0.161497814,0.153665968,-0.203527456
FSCN1 ,0.710392454,0.595036913,0.253065199,0.284130864,0.168775324,-0.173196391,0.389848363,0.274492822,-0.067478892
TBCA ,1.162043121,0.831005515,0.142823821,0.833636786,0.50259918,-0.185582513,0.760321811,0.429284205,-0.258897489
HDAC1 ,1.516190853,1.342041427,0.780637302,0.198117774,0.023968348,-0.537435777,1.051624452,0.877475026,0.3160709
PRDX2 ,0.093892695,-0.015510256,-0.049233983,-0.354959821,-0.464362771,-0.498086499,-0.069808136,-0.179211086,-0.212934814
RPS28 ,0.062379422,-0.041313202,-0.477574769,0.020497458,-0.083195166,-0.519456733,-0.332040991,-0.435733614,-0.871995182
TUBB8 ,0.787117005,0.61777836,0.376710607,0.251237099,0.081898454,-0.159169299,0.394941453,0.225602809,-0.015464945
ARPC3 ,0.425654599,0.400137813,-0.019738702,0.260620451,0.235103665,-0.18477285,0.46819204,0.442675254,0.022798738
FKBP4 ,1.243965461,0.77207097,0.488316749,0.430793061,-0.041101431,-0.324855652,0.906610443,0.434715951,0.15096173
ECHS1 ,0.627634381,0.617354312,0.382884208,0.003549257,-0.006730811,-0.241200915,0.469246759,0.45896669,0.224496586
MYO1A ,-0.026930667,0.077486403,0.256787035,-0.064011694,0.040405376,0.219706008,0.222894793,0.327311863,0.506612494
PSME2 ,-0.080285727,-0.131112681,0.075473314,-0.401565641,-0.452392595,-0.245806599,-0.114099128,-0.164926082,0.041659913
GLYATL3 ,0.29327288,0.080317752,-0.573151617,-0.248287539,-0.461242667,-1.114712035,-0.556357995,-0.769313123,-1.422782491
SLIRP ,0.634642738,0.704732407,-0.003406424,0.73037176,0.800461429,0.092322598,0.316482373,0.386572042,-0.321566789
MSN ,0.306942031,0.370412826,0.153099199,0.046145115,0.10961591,-0.107697718,0.150762815,0.214233609,-0.003080018
G3BP1 ,0.7561642,0.533712995,0.134768545,0.476594967,0.254143762,-0.144800687,0.462389259,0.239938054,-0.159006396
PDIA4 ,0.781214839,0.610323044,0.167430984,0.460570096,0.2896783,-0.15321376,0.427828336,0.25693654,-0.18595552
PRKCSH ,0.419846914,0.227146605,-0.119057542,0.606695705,0.413995395,0.067791249,0.412506007,0.219805697,-0.126398449
DDX5 ,0.577037472,0.343613255,0.284032947,0.170974258,-0.062449958,-0.122030266,0.380045842,0.146621626,0.087041318
IQGAP1 ,1.284893269,1.128463281,0.608170625,0.24048111,0.084051122,-0.436241534,0.800315049,0.643885061,0.123592406
DRG1 ,0.185912314,0.486947678,0.546233404,-0.249167493,0.051867871,0.111153597,0.103838717,0.404874082,0.464159807
ANXA11 ,0.671964071,0.433384097,0.860185541,-0.200123363,-0.438703337,-0.011901893,0.85606948,0.617489506,1.04429095
PSPC1 ,0.641802177,0.35171777,0.719662124,-0.087393989,-0.377478396,-0.009534042,1.168646894,0.878562487,1.246506841
TACSTD2 ,0.54903023,0.086982875,1.167327559,0.157363411,-0.304683945,0.77566074,1.731669621,1.269622266,2.34996695
RPS18 ,1.836630561,1.475875072,0.992287865,0.41301579,0.052260301,-0.431326906,0.931717334,0.570961846,0.087374639
CCDC116 ,0.459593572,0.582076524,0.304166175,-0.071262975,0.051219977,-0.226690373,0.377574731,0.500057683,0.222147333
ASNS ,0.005001862,0.048635769,-0.182785131,-0.047388018,-0.00375411,-0.23517501,-0.172602771,-0.128968863,-0.360389763
ITGB1 ,0.33915594,0.109442959,0.655960643,0.126244286,-0.103468695,0.443048989,1.436711307,1.206998327,1.753516011
CZIB ,0.619238701,0.684655476,0.431318611,0.130359643,0.195776418,-0.057560447,0.129414136,0.19483091,-0.058505955
SERPINB5 ,0.797767707,0.811604111,0.358129285,0.211808934,0.225645338,-0.227829488,0.34093135,0.354767754,-0.098707071
ARHGDIA ,0.451882446,0.56556681,0.122623733,0.246914992,0.360599356,-0.082343721,0.157605888,0.271290252,-0.171652825
U2AF1L5 ,0.775909379,0.55514796,0.040727612,0.670887107,0.450125687,-0.06429466,0.470548165,0.249786745,-0.264633602
H2BC13 ,0.847540707,0.561947398,0.0828503,0.684176973,0.398583665,-0.080513433,0.494024311,0.208431003,-0.270666095
RPLP0 ,0.592704413,0.448127835,0.590402658,0.038392038,-0.10618454,0.036090283,0.198665438,0.054088861,0.196363684
RPS3A ,0.547114677,0.433185681,0.200491397,0.227265497,0.113336501,-0.119357782,0.258827037,0.144898041,-0.087796242
ALDH7A1 ,1.271249859,1.054718767,0.582837708,0.25671005,0.040178959,-0.4317021,0.791251099,0.574720007,0.102838948
S100A10 ,0.605155461,0.507543683,0.36123169,0.042931821,-0.054679957,-0.20099195,0.398291368,0.300679589,0.154367597
HCRT ,0.531865453,0.588725098,0.401718603,-0.016092015,0.040767629,-0.146238866,0.222135876,0.278995521,0.091989026
RPL38 ,0.686961312,0.596361675,0.207387886,0.328485844,0.237886206,-0.151087582,0.309859883,0.219260246,-0.169713543
CSDE1 ,-0.180447434,-0.141203848,-0.152091352,0.027273708,0.066517294,0.05562979,-0.280458004,-0.241214418,-0.252101923
SNRPD1 ,-0.022588475,-0.149504163,-0.092785046,0.065007735,-0.061907953,-0.005188836,-0.03484278,-0.161758467,-0.10503935
ARHGDIB ,0.348467265,0.326324193,0.169545905,0.102869639,0.080726566,-0.076051722,0.126768955,0.104625883,-0.052152405
THPO ,0.638428409,0.820815611,0.93557034,0.148550325,0.330937527,0.445692256,-0.22965936,-0.047272158,0.067482571
CD9 ,0.354499855,0.027305482,0.323794667,0.157333913,-0.169860461,0.126628725,1.099509705,0.772315332,1.068804518
EIF5 ,1.089505968,0.916990722,0.558416745,0.386600181,0.214084935,-0.144489042,0.383690771,0.211175525,-0.147398451
HSPE1 ,0.701307625,0.54506307,0.148905909,0.418159944,0.26191539,-0.134241771,0.348486256,0.192241701,-0.20391546
SRSF1 ,0.737033627,0.643957811,0.251968482,0.353601224,0.260525408,-0.131463922,0.283122838,0.190047022,-0.201942308
ADAR ,0.781662588,0.465674534,0.117533981,0.505813234,0.18982518,-0.158315373,0.511764937,0.195776884,-0.152363669
DDX21 ,0.595716105,0.264548219,0.240306931,0.395493194,0.064325308,0.04008402,0.264000963,-0.067166923,-0.091408211
SNX2 ,0.414473115,0.498609504,-0.008842263,0.639541056,0.723677445,0.216225678,0.123893476,0.208029865,-0.299421901
MBD6 ,-0.232893083,-0.05272369,-0.379327531,-0.072731371,0.107438022,-0.219165819,-0.12618673,0.053982663,-0.272621178
RAB7A ,0.310099655,0.133477492,0.498020572,-0.083956201,-0.260578364,0.103964716,0.726281081,0.549658918,0.914201998
CLIC1 ,0.098903392,-0.087320554,-0.112585278,-0.080993831,-0.267217777,-0.292482501,0.055435872,-0.130788075,-0.156052799
EIF5A ,0.978744553,0.76568143,0.140855462,0.62407264,0.411009517,-0.213816451,0.537243568,0.324180445,-0.300645522
DGUOK ,0.705205652,0.891797978,1.300163473,-0.162493437,0.02409889,0.432464384,-0.053334878,0.133257448,0.541622943
HMGB2 ,0.598805048,0.497506489,0.098746885,0.295750844,0.194452285,-0.204307319,0.393381457,0.292082899,-0.106676705
